"sep=,"
"Export items"
" "
Account,Item,"Item number",SKU,Manufacturer,Supplier,"Label alcohol","Units per item",Unit,"Items per case","Total quantity"
"Well Crafted Wine & Beverage Co.","Bodegas Riojanas Monte Real Reserva 2018",18139,SPA1096,,,14.00,750.000,ml,12,139.000
"Well Crafted Wine & Beverage Co.","Bodegas Riojanas Monte Real Reserva de Familia 2020",29059,SPA1360,,,,750.000,ml,12,168.000
"Well Crafted Wine & Beverage Co.","Bodegas Riojanas Vina Albina Gran Reserva 2001",22783,SPA1298,,,13.00,750.000,ml,12,4.000
"Well Crafted Wine & Beverage Co.","Bodegas Riojanas Vina Albina Gran Reserva 2004",25617,SPA1271,,,,750.000,ml,6,0.000
"Well Crafted Wine & Beverage Co.","Bodegas Riojanas Vina Albina Gran Reserva 2009",18256,SPA1298,,,13.50,750.000,ml,12,24.000
"Well Crafted Wine & Beverage Co.","Bodegas Riojanas Vina Albina Gran Reserva 2013",15530,SPA1094,,,13.50,750.000,ml,12,1.000
"Well Crafted Wine & Beverage Co.","Bodegas Riojanas Vina Albina Gran Reserva 2014",20331,SPA1094,,,13.50,750.000,ml,12,145.000
"Well Crafted Wine & Beverage Co.","Bodegas Riojanas Vina Albina Gran Reserva 2017",30366,SPA1296,,,13.50,750.000,ml,12,0.000
"Well Crafted Wine & Beverage Co.","Bodegas Riojanas Vina Albina Gran Reserva 2018",30367,SPA1296,,,13.50,750.000,ml,12,0.000
"Well Crafted Wine & Beverage Co.","Bodegas Riojanas Vina Albina Reserva 2017",20332,SPA1093,,,13.50,750.000,ml,12,4.000
"Well Crafted Wine & Beverage Co.","Bodegas Riojanas Vina Albina Reserva 2018",23340,SPA1093,,,13.50,750.000,ml,12,29.000
"Well Crafted Wine & Beverage Co.","Bodegas Riojanas Vina Albina Reserva 2020",28330,SPA1093,,,13.50,750.000,ml,12,106.000
"Well Crafted Wine & Beverage Co.","Bodegas Tandem Ars In Vitro 2020",27631,SPA1344,,,14.00,750.000,ml,12,526.000
"Well Crafted Wine & Beverage Co.","Bodegas Tandem Inmune Garnacha 2021",22530,SPA1301,,,,750.000,ml,12,5.000
"Well Crafted Wine & Beverage Co.","Bodegas Tandem Inmune Garnacha 2022",27299,SPA1301,,,,750.000,ml,12,1.000
"Well Crafted Wine & Beverage Co.","Bodegas Tandem Inmune Garnacha 2023",27630,SPA1301,,,14.50,750.000,ml,12,593.000
"Well Crafted Wine & Beverage Co.","Bodegas Veiga Naum Rias Baixas Albarino 2024",30121,SPA1367,,,13.00,750.000,ml,12,116.000
"Well Crafted Wine & Beverage Co.","Bona Parte Plavac Mali 2015",16997,,,,,750.000,ml,12,
"Well Crafted Wine & Beverage Co.","Bonelli Bonarda Amabile (Frizzante, Semi Sweet) 2023",25008,ITA1009,,,9.50,750.000,ml,12,96.000
"Well Crafted Wine & Beverage Co.","Bonelli Bonarda Amabile (Frizzante, Semi Sweet) Damaged Labels 2022",25941,ITA1009,,,9.50,750.000,ml,12,5.000
"Well Crafted Wine & Beverage Co.","Bonelli Bonarda Frizzante Semi Sweet 2020",14998,ITA1009,,,9.50,750.000,ml,12,1.000
"Well Crafted Wine & Beverage Co.","Bonelli Bonarda Secco 2020",14999,ITA1043,,,12.00,750.000,ml,12,284.000
"Well Crafted Wine & Beverage Co.","Bonelli Bonarda Secco Dry 2019",11622,ITA1043,,,12.00,750.000,ml,12,32.000
"Well Crafted Wine & Beverage Co.","Bonelli La Madre Terra Brut Rose",3064,ITA1040,,,12.00,750.000,ml,12,912.000
"Well Crafted Wine & Beverage Co.","Bonelli Malvasia Frizzante Amabile Semi Sweet 2020",15951,ITA1010,,,10.00,750.000,ml,12,5.000
"Well Crafted Wine & Beverage Co.","Bonelli Malvasia Frizzante Amabile Semi Sweet 2023",27570,ITA1010,,,,750.000,ml,12,126.000
"Well Crafted Wine & Beverage Co.","Boplaas Fledge and Co. The Clutch Tinta Barocca 2024",28581,SAF1035,Boplaas,,14.50,750.000,ml,12,628.000
"Well Crafted Wine & Beverage Co.","Boplaas Alvarinho 2023",24872,SAF1092,,,,750.000,ml,12,17.000
"Well Crafted Wine & Beverage Co.","Boplaas Alvarinho 2024",25662,SAF1092,,,,750.000,ml,12,130.000
"Well Crafted Wine & Beverage Co.","Boplaas Cape Ruby Port",6015,SAF1036,,,17.00,750.000,ml,12,91.000
"Well Crafted Wine & Beverage Co.","Boplaas Colheita 2007",25660,SAF1100,,,,750.000,ml,12,47.000
"Well Crafted Wine & Beverage Co.","Boplaas Fledge & Co. Fume Blanc 2023",25650,SAF1089,,,,750.000,ml,12,223.000
"Well Crafted Wine & Beverage Co.","Boplaas Fledge & Co. Vagabond White Blend 2022",24871,SAF1090,,,,750.000,ml,12,379.000
"Well Crafted Wine & Beverage Co.","Boplaas Gamka Red 2020",24873,SAF1091,,,,750.000,ml,12,25.000
"Well Crafted Wine & Beverage Co.","Boplaas Gamka Red 2021",25661,SAF1091,,,,750.000,ml,12,480.000
"Well Crafted Wine & Beverage Co.","Boplaas Hanepoot 2023",23449,SAF1034,,,15.50,750.000,ml,12,68.000
"Well Crafted Wine & Beverage Co.","Boplaas Hanepoot 2024",28582,SAF1034,,,15.50,750.000,ml,12,180.000
"Well Crafted Wine & Beverage Co.","Boplaas The Fledge & Co. Souzao 2024",28580,SAF1099,,,12.00,750.000,ml,12,1551.000
"Well Crafted Wine & Beverage Co.","Boplaas The Fledge Hoeksteen Chenin Blanc 2020",19699,SAF1068,,,13.50,750.000,ml,12,8.000
"Well Crafted Wine & Beverage Co.","Boplaas The Fledge Syrah 2020",25663,SAF1098,,,13.50,750.000,ml,12,159.000
"Well Crafted Wine & Beverage Co.","Born Rambla Rose 2024",29311,SPA1356,,,12.00,750.000,ml,12,1259.000
"Well Crafted Wine & Beverage Co.","Born Rose Sparkling 2020",16871,SPA1257,,,11.50,750.000,ml,6,263.000
"Well Crafted Wine & Beverage Co.","Born Rose Still 2022",24587,SPA1258,,,12.00,750.000,ml,6,294.000
"Well Crafted Wine & Beverage Co.","Born Rose Still Double Magnum 2021  3 l",17611,SPA1261,,,12.00,3.000,l,1,2.000
"Well Crafted Wine & Beverage Co.","Born Rose Still Imperial Magnum 2021  6 l",17612,SPA1262,,,12.00,6.000,l,1,5.000
"Well Crafted Wine & Beverage Co.","Born Rose Still Magnum 2020  1.5 l",25600,SPA1260,,,12.00,1.500,l,3,14.000
"Well Crafted Wine & Beverage Co.","Boron Delle Venezie Pinot Grigio 2023",27098,ITA1060,,,12.50,750.000,ml,12,108.000
"Well Crafted Wine & Beverage Co.","Boron Delle Venezie Pinot Grigio 2024",29340,ITA1060,,,12.50,750.000,ml,12,144.000
"Well Crafted Wine & Beverage Co.","Boxwood Estate Boxwood Red 2021",23305,VIR1052,,,13.50,750.000,ml,12,68.000
"Well Crafted Wine & Beverage Co.","Boxwood Cupola 2022",23087,VIR1054,,,13.00,750.000,ml,12,1.000
"Well Crafted Wine & Beverage Co.","Boxwood Cupola 2023",28870,VIR1054,,,14.00,750.000,ml,12,12.000
"Well Crafted Wine & Beverage Co.","Boxwood Cupola White King Street Oyster (Private Label) 2023",28928,VIR1079,,,14.00,750.000,ml,12,210.000
"Well Crafted Wine & Beverage Co.","Boxwood Ellie Bird Rose (Private Label) 2023",23803,VIR1055,,,,750.000,ml,12,10.000
"Well Crafted Wine & Beverage Co.","Boxwood Ellie Bird Sauvignon Gris (Private Label) 2024",30135,VIR1082,,,13.00,750.000,ml,12,336.000
"Well Crafted Wine & Beverage Co.","Boxwood Ellie Bird Topiary (Private Label) 2022",30136,VIR1083,,,14.00,750.000,ml,12,564.000
"Well Crafted Wine & Beverage Co.","Boxwood Ellie Bird Trellis (Private Label) 2022",24087,VIR1045,,,,750.000,ml,12,132.000
"Well Crafted Wine & Beverage Co.","Boxwood Gris 2021",19785,VIR1036,,,12.80,750.000,ml,12,7.000
"Well Crafted Wine & Beverage Co.","Boxwood Gris 2022",24821,VIR1036,,,12.80,750.000,ml,12,183.000
"Well Crafted Wine & Beverage Co.","Boxwood Gris 375 ml 2021  375 ml",19787,VIR1038,,,,375.000,ml,12,1.000
"Well Crafted Wine & Beverage Co.","Boxwood Gris 375 ml 2023  375 ml",23809,VIR1038,,,14.00,375.000,ml,12,47.000
"Well Crafted Wine & Beverage Co.","Boxwood Magnolia Sauvignon Gris (Private Label) 2023",24090,VIR1065,,,,750.000,ml,12,60.000
"Well Crafted Wine & Beverage Co.","Boxwood Red Fox Blend (Private Label)",22050,VIR1050,,,,750.000,ml,12,60.000
"Well Crafted Wine & Beverage Co.","Boxwood Reserve 2020",19791,VIR1042,,,13.50,750.000,ml,12,1.000
"Well Crafted Wine & Beverage Co.","Boxwood Reserve 2021",27591,VIR1042,,,13.50,750.000,ml,12,15.000
"Well Crafted Wine & Beverage Co.","Boxwood Rose 2023",24541,VIR1035,"Boxwood Winery (Supplier)",,14.00,750.000,ml,12,38.000
"Well Crafted Wine & Beverage Co.","Boxwood Rose 375 ml 2023  375 ml",25307,VIR1039,,,14.00,375.000,ml,12,41.000
"Well Crafted Wine & Beverage Co.","Boxwood Sauvignon Blanc 2020",20149,VIR1034,,,12.50,750.000,ml,12,4.000
"Well Crafted Wine & Beverage Co.","Boxwood Sauvignon Blanc 2022",24822,VIR1034,,,13.00,750.000,ml,12,85.000
"Well Crafted Wine & Beverage Co.","Boxwood Sauvignon Blanc 375 ml 2020  375 ml",19786,VIR1037,,,,375.000,ml,12,1.000
"Well Crafted Wine & Beverage Co.","Boxwood Sauvignon Blanc 375 ml 2023  375 ml",24557,VIR1037,,,14.00,375.000,ml,12,25.000
"Well Crafted Wine & Beverage Co.","Boxwood Topiary 2019",19790,VIR1041,,,13.20,750.000,ml,12,0.000
"Well Crafted Wine & Beverage Co.","Boxwood Topiary 2020",25302,VIR1041,,,13.50,750.000,ml,12,55.000
"Well Crafted Wine & Beverage Co.","Boxwood Topiary 375ml 2019  375 ml",19793,VIR1044,,,13.50,375.000,ml,12,16.000
"Well Crafted Wine & Beverage Co.","Boxwood Topiary 375ml 2023  375 ml",30377,VIR1044,,,13.50,375.000,ml,12,12.000
"Well Crafted Wine & Beverage Co.","Boxwood Trellis 2022",28497,VIR1040,,,13.50,750.000,ml,12,91.000
"Well Crafted Wine & Beverage Co.","Boxwood Trellis 375 ml 2020  375 ml",19792,VIR1043,,,13.50,375.000,ml,12,31.000
"Well Crafted Wine & Beverage Co.","Boxwood Trellis Red King Street Oyster (Private Label) 2022",28929,VIR1080,,,14.00,750.000,ml,12,78.000
"Well Crafted Wine & Beverage Co.","Boxwood Tuscarora Mill Sauvignon Gris (Private Label) 2023",24091,VIR1063,,,,750.000,ml,12,0.000
"Well Crafted Wine & Beverage Co.","Boxwood Tuscarora Mill Topiary (Private Label) 2022",24093,VIR1064,,,,750.000,ml,12,468.000
"Well Crafted Wine & Beverage Co.","Boxwood West Oaks Farm Market Rose (Private Label) 2023",23807,VIR1059,,,,750.000,ml,12,0.000
"Well Crafted Wine & Beverage Co.","Boxwood West Oaks Farm Market Sauvignon Gris (Private Label) 2023",23806,VIR1057,,,,750.000,ml,12,48.000
"Well Crafted Wine & Beverage Co.","Boxwood West Oaks Farm Market Trellis (Private Label) 2022",24088,VIR1058,,,,750.000,ml,12,24.000
"Well Crafted Wine & Beverage Co.","Boxwood Whole Ox  Rose (Private Label) 2023",24878,VIR1069,,,,750.000,ml,12,48.000
"Well Crafted Wine & Beverage Co.","Boxwood Whole Ox Red Wine (Private Label) 2022",24876,VIR1067,,,,750.000,ml,12,132.000
"Well Crafted Wine & Beverage Co.","Boxwood Whole Ox Sauvignon Gris (Private Label) 2023",24877,VIR1068,,,,750.000,ml,12,0.000
"Well Crafted Wine & Beverage Co.","Boxwood Wooden Box (6 packs)",23039,BOX1003,,,,1.000,each,6,4.000
"Well Crafted Wine & Beverage Co.","Broken Slates Priorat 2020",24076,SPA1328,,,14.50,750.000,ml,12,103.000
"Well Crafted Wine & Beverage Co.","Bronzino Fiore d Atunno Moscato dAsti 2024",29369,ITA1156,,,5.00,750.000,ml,12,2195.000
"Well Crafted Wine & Beverage Co.","Burdi Negroamaro  Bianco 2019",14783,ITA1063,,,12.00,750.000,ml,12,
"Well Crafted Wine & Beverage Co.","Burdi Negroamaro Rosso 2019",14784,ITA1064,,,13.00,750.000,ml,12,
"Well Crafted Wine & Beverage Co.","Ca' de Lion Il Sognatore 2018",7194,ITA1046,,,,750.000,ml,12,
"Well Crafted Wine & Beverage Co.","Cafe de Paris Brut Blanc NV",14567,FRA1047,,,11.50,750.000,ml,12,931.000
"Well Crafted Wine & Beverage Co.","Cafe de Paris Brut Rose",14568,FRA1048,,,11.50,750.000,ml,12,138.000
"Well Crafted Wine & Beverage Co.","Cafe de Paris Organic NV",21731,FRA1126,,,,750.000,ml,12,46.000
"Well Crafted Wine & Beverage Co.","Calyptra Gran Chardonnay 2020",24265,CHL1022,,,,750.000,ml,6,83.000
"Well Crafted Wine & Beverage Co.","Calyptra Gran Reserva Cabernet Sauvignon 2019",25796,CHL1010,,,14.00,750.000,ml,6,206.000
"Well Crafted Wine & Beverage Co.","Calyptra Gran Reserva Pinot Noir 2017",15615,CHL1011,,,15.50,750.000,ml,6,34.000
"Well Crafted Wine & Beverage Co.","Calyptra Gran Reserva Pinot Noir 2019",21073,CHL1011,,,15.50,750.000,ml,6,60.000
"Well Crafted Wine & Beverage Co.","Calyptra Gran Reserva Pinot Noir 2020",25797,CHL1011,,,15.50,750.000,ml,6,120.000
"Well Crafted Wine & Beverage Co.","Calyptra Inedito 2016",15614,CHL1009,,,14.00,750.000,ml,6,30.000
"Well Crafted Wine & Beverage Co.","Calyptra Inedito 2020",24266,CHL1009,,,14.20,750.000,ml,6,98.000
"Well Crafted Wine & Beverage Co.","Calyptra Marginado 2021",25798,CHL1024,,,14.00,750.000,ml,6,310.000
"Well Crafted Wine & Beverage Co.","Calyptra Mosaiko Cabernet Sauvignon 2021",24640,CHL1016,,,14.00,750.000,ml,6,3.000
"Well Crafted Wine & Beverage Co.","Calyptra Mosaiko Cabernet Sauvignon 2023",25794,CHL1016,,,14.00,750.000,ml,6,2520.000
"Well Crafted Wine & Beverage Co.","Calyptra Mosaiko Pinot Noir 2024",30312,CHL1023,,,12.80,750.000,ml,6,1345.000
"Well Crafted Wine & Beverage Co.","Calyptra Mosaiko Sauvignon Blanc 2022",21074,CHL1018,,,13.00,750.000,ml,6,4.000
"Well Crafted Wine & Beverage Co.","Calyptra Mosaiko Sauvignon Blanc 2024",25795,CHL1018,,,13.00,750.000,ml,6,1601.000
"Well Crafted Wine & Beverage Co.","Calyptra Petit Inedito 2018",15600,CHL1017,,,15.20,750.000,ml,6,6.000
"Well Crafted Wine & Beverage Co.","Calyptra Vivendo Assemblage Blend 2021",24642,CHL1019,,,14.20,750.000,ml,6,475.000
"Well Crafted Wine & Beverage Co.","Calyptra Vivendo Assemblage Blend 2023",30313,CHL1019,,,14.00,750.000,ml,6,360.000
"Well Crafted Wine & Beverage Co.","Calyptra Vivendo Cabernet Sauvignon 2019",22632,CHL1020,,,14.00,750.000,ml,6,42.000
"Well Crafted Wine & Beverage Co.","Calyptra Zahir Cabernet Sauvignon 2015",24264,CHL1008,,,14.60,750.000,ml,6,72.000
"Well Crafted Wine & Beverage Co.","Calyptra Zahir Cabernet Sauvignon 2016",30314,CHL1008,,,14.60,750.000,ml,6,120.000
"Well Crafted Wine & Beverage Co.","Campus Oaks Cabernet Sauvignon 2018",14533,CAL1222,,,,750.000,ml,12,2.000
"Well Crafted Wine & Beverage Co.","Campus Oaks Chardonnay 2016",14529,CAL1221,,,,750.000,ml,12,0.000
"Well Crafted Wine & Beverage Co.","Campus Oaks Old Vine Zinfandel 2016",14532,CAL1220,,,14.80,750.000,ml,12,4.000
"Well Crafted Wine & Beverage Co.","Campus Oaks Old Vine Zinfandel 2019",21148,CAL1220,,,14.80,750.000,ml,12,0.000
"Well Crafted Wine & Beverage Co.","Campus Oaks White Zinfandel 2018",14531,CAL1219,,,9.50,750.000,ml,12,17.000
"Well Crafted Wine & Beverage Co.","Canned Red Wine   250 ml",16532,,,,,250.000,ml,24,
"Well Crafted Wine & Beverage Co.","Cantina Castellini Fior Toscano White 2022",24701,ITA1147,,,12.50,750.000,ml,12,24.000
"Well Crafted Wine & Beverage Co.","Cantina Fratelli Pardi Grechetto 2024",29327,ITA1155,,,13.50,750.000,ml,12,277.000
"Well Crafted Wine & Beverage Co.","Cantina Fratelli Pardi Montefalco Rosso 2021",28347,ITA1144,,,14.50,750.000,ml,6,12.000
"Well Crafted Wine & Beverage Co.","Cantina Fratelli Pardi Montefalco Rosso 2022",24885,ITA1144,,,14.50,750.000,ml,6,372.000
"Well Crafted Wine & Beverage Co.","Cantina Fratelli Pardi Sacrantino 2019",24884,ITA1143,,,14.50,750.000,ml,12,167.000
"Well Crafted Wine & Beverage Co.","Cantina Fratelli Pardi Sagrantino di Montefalco 2019",24883,ITA1142,,,15.50,750.000,ml,12,99.000
"Well Crafted Wine & Beverage Co.","Cantina Fratelli Pardi Sagrantino di Montefalco 2020",27569,ITA1142,,,15.50,750.000,ml,12,120.000
"Well Crafted Wine & Beverage Co.","Cantina Fratelli Pardi Spoletino 2022",24886,ITA1145,,,14.00,750.000,ml,12,27.000
"Well Crafted Wine & Beverage Co.","Cantina Fratelli Pardi Spoletino 2023",29321,ITA1145,,,13.50,750.000,ml,12,22.000
"Well Crafted Wine & Beverage Co.","Cantina Fratelli Pardi Spoleto Trebbiano Spoletino",29260,ITA1157,,,13.00,750.000,ml,12,80.000
"Well Crafted Wine & Beverage Co.","Carinena Castillo Ducay",1087,,,,,750.000,ml,12,
"Well Crafted Wine & Beverage Co.","Carinena Castillo Ducay Rosado 2018",5967,SPA1013,,,12.50,750.000,ml,12,
"Well Crafted Wine & Beverage Co.","Carinena Castillo Ducay Tinto",1086,,,,,750.000,ml,12,
"Well Crafted Wine & Beverage Co.","Carinena Legitimo White",982,SPA1162,,,12.50,750.000,ml,12,
"Well Crafted Wine & Beverage Co.","Carlin Pinson Sancerre Blanc 2023",23795,FRA1148,"Carlin Pinson",,12.50,750.000,ml,12,77.000
"Well Crafted Wine & Beverage Co.","Carlin Pinson Sancerre Blanc 2024",29452,FRA1148,"Carlin Pinson",,12.50,750.000,ml,12,672.000
"Well Crafted Wine & Beverage Co.","Carsus Blatina Dry Red 2015",16998,,,,,750.000,ml,12,
"Well Crafted Wine & Beverage Co.","Casa Dumetz Clementine Carter Mourvedre Santa Barbara County 2021",19549,CAL1095,,,,750.000,ml,12,7.000
"Well Crafted Wine & Beverage Co.","Casa Dumetz Clementine Carter Mourvedre Santa Rita Hills 2023",28916,CAL1095,,,13.50,750.000,ml,12,39.000
"Well Crafted Wine & Beverage Co.","Casa Dumetz Clementine Carter Roussanne 2022",20503,CAL1274,,,,750.000,ml,12,21.000
"Well Crafted Wine & Beverage Co.","Casa Dumetz Clementine Carter Roussanne 2023",24512,CAL1274,,,13.00,750.000,ml,12,132.000
"Well Crafted Wine & Beverage Co.","Casa Dumetz Clementine Carter Graciano 2017",4432,CAL1094,,,,750.000,ml,12,0.000
"Well Crafted Wine & Beverage Co.","Casa Dumetz Clementine Carter Graciano 2020",19552,CAL1094,,,,750.000,ml,12,0.000
"Well Crafted Wine & Beverage Co.","Casa Dumetz Clementine Carter Graciano 2021",23571,CAL1094,,,,750.000,ml,12,0.000
"Well Crafted Wine & Beverage Co.","Casa Dumetz Clementine Carter Grenache Blanc 2022",20502,CAL1112,,,,750.000,ml,12,3.000
"Well Crafted Wine & Beverage Co.","Casa Dumetz Clementine Carter Grenache Blanc 2024",28917,CAL1112,,,13.00,750.000,ml,12,175.000
"Well Crafted Wine & Beverage Co.","Casa Dumetz Clementine Carter Portico Grenache 2020",15742,CAL1260,,,,750.000,ml,12,2.000
"Well Crafted Wine & Beverage Co.","Casa Dumetz Clementine Carter Santa Rita Hills Grenache 2023",28914,CAL1116,,,14.00,750.000,ml,12,85.000
"Well Crafted Wine & Beverage Co.","Casa Dumetz Feminist Party GSM 2021",19551,CAL1105,,,14.50,750.000,ml,12,0.000
"Well Crafted Wine & Beverage Co.","Casa Dumetz Feminist Party GSM 2022",23762,CAL1105,,,14.50,750.000,ml,12,256.000
"Well Crafted Wine & Beverage Co.","Casa Dumetz Sonja & Greg's Cider Factory Lover's Lane NV",17727,CAL1278,,,11.00,750.000,ml,12,32.000
"Well Crafted Wine & Beverage Co.","Casa Gaeiras Obidos Red 2019",16408,POR1019,,,,750.000,ml,6,
"Well Crafted Wine & Beverage Co.","Casa Gaeiras Obidos White 2020",16409,POR1020,,,,750.000,ml,6,
"Well Crafted Wine & Beverage Co.","Casablanca Valley D. Bosler Pinot Noir 2018",8908,CHL1002,,,,750.000,ml,12,
"Well Crafted Wine & Beverage Co.","Casal da Coelheira Terracos do Tejo 2021",25651,POR1032,,,,750.000,ml,12,699.000
"Well Crafted Wine & Beverage Co.","Casal da Coelheira Mythos 2021",25646,POR1031,,,14.00,750.000,ml,6,602.000
"Well Crafted Wine & Beverage Co.","Casanova Vermintino Keg Sample 2022 SAMPLE",20764,SAMPLE,,,12.00,750.000,ml,12,7.000
"Well Crafted Wine & Beverage Co.","Castoro Cellars Cabernet Sauvignon 2022",27338,CAL1241,,,13.80,750.000,ml,12,174.000
"Well Crafted Wine & Beverage Co.","Castoro Cellars Cabernet Sauvignon 375 ml 2021  375 ml",20497,CAL1246,,,13.80,375.000,ml,12,115.000
"Well Crafted Wine & Beverage Co.","Castoro Cellars Cabernet Sauvignon 375ml 2020  375 ml",20498,CAL1246,,,13.80,375.000,ml,12,140.000
"Well Crafted Wine & Beverage Co.","Castoro Cellars Charbono 2022",30021,CAL1386,,,13.80,750.000,ml,12,0.000
"Well Crafted Wine & Beverage Co.","Castoro Cellars Chardonnay 2022",23069,CAL1242,,,13.50,750.000,ml,12,1.000
"Well Crafted Wine & Beverage Co.","Castoro Cellars Chardonnay 2024",28623,CAL1242,,,13.50,750.000,ml,12,159.000
"Well Crafted Wine & Beverage Co.","Castoro Cellars Chardonnay Keg 2024  20 l",30361,CAL1389,,,13.50,20.000,l,1,8.000
"Well Crafted Wine & Beverage Co.","Castoro Cellars Merlot 2021",20738,CAL1243,,,13.50,750.000,ml,12,38.000
"Well Crafted Wine & Beverage Co.","Castoro Cellars Merlot 2022",30020,CAL1243,,,13.50,750.000,ml,12,21.000
"Well Crafted Wine & Beverage Co.","Castoro Cellars Red Wine Can   250 ml",20734,CAL1320,,,,250.000,ml,24,145.000
"Well Crafted Wine & Beverage Co.","Castoro Cellars Sauvignon Blanc 2023",30019,CAL1387,,,13.00,750.000,ml,12,120.000
"Well Crafted Wine & Beverage Co.","Castoro Cellars Sparkling Rose Wine Can   250 ml",20736,CAL1322,,,,250.000,ml,24,136.000
"Well Crafted Wine & Beverage Co.","Castoro Cellars White Wine Can   250 ml",20735,CAL1321,,,13.00,250.000,ml,24,230.000
"Well Crafted Wine & Beverage Co.","Castoro Cellars Zinfandel 2021",20740,CAL1244,,,14.80,750.000,ml,12,368.000
"Well Crafted Wine & Beverage Co.","Castoro Cellars Zinfusion 2021",23530,CAL1245,,,14.82,750.000,ml,12,120.000
"Well Crafted Wine & Beverage Co.","Castoro Keg Handles",23193,,,,,1.000,each,1,12.000
"Well Crafted Wine & Beverage Co.","Cava Marfil Brut Cava NV",437,SPA1005,"Alella Vinicola",,11.50,750.000,ml,12,8796.000
"Well Crafted Wine & Beverage Co.","Central Valley Banner Day Cabernet Sauvignon 2019",15542,CHL1005,,,13.50,750.000,ml,12,108.000
"Well Crafted Wine & Beverage Co.","Central Valley Banner Day Cabernet Sauvignon 2023",28605,CHL1005,,,13.50,750.000,ml,12,840.000
"Well Crafted Wine & Beverage Co.","Central Valley Banner Day Sauvignon Blanc 2022",19242,CHL1004,,,13.50,750.000,ml,12,315.000
"Well Crafted Wine & Beverage Co.","Central Valley Banner Day Sauvignon Blanc 2024",28606,CHL1004,,,13.50,750.000,ml,12,600.000
"Well Crafted Wine & Beverage Co.","Central Valley Mapuche Sauvignon Blanc 2019",10381,CHL1001,,,13.00,750.000,ml,12,
"Well Crafted Wine & Beverage Co.","Champagne Bauget-Jouette Carte Blanche (375ml) NV  375 ml",15068,FRA1050,"Bauget Jouette",,12.00,375.000,ml,12,193.000
"Well Crafted Wine & Beverage Co.","Champagne Bauget-Jouette Cuvee Jouette Extra Brut NV",15067,FRA1049,,,12.00,750.000,ml,6,1.000
"Well Crafted Wine & Beverage Co.","Champagne Bauget-Jouette Cuvee Jouette Extra Brut Milliseme 2015",20130,FRA1049,,,12.00,750.000,ml,6,62.000
"Well Crafted Wine & Beverage Co.","Champagne Bauget-Jouette Cuvee Jouette Extra Brut Milliseme 2016",25692,FRA1049,,,12.00,750.000,ml,6,156.000
